truck_id,truck_number,truck_type,rfid_tag,registration_date
TRK-0403,MY-993-YW,Tipper,RFID-Iy786op,2024-08-18
TRK-0404,AO-209-YI,Bulk,RFID-rm752UW,2025-07-14
TRK-0405,LQ-636-MY,Bulk,,2024-10-13
TRK-0406,WM-297-VI,Tipper,RFID-Mc311CM,2024-09-01
TRK-0407,TQ-835-ET,,RFID-zC030oI,2023-09-29
TRK-0408,UO-875-FP,Tipper,RFID-Gs302oU,2023-10-12
TRK-0409,QK-537-NC,Tipper,RFID-MX959Ru,2024-10-23
TRK-0410,RE-243-MY,Tipper,RFID-QH342oA,2025-05-17
TRK-0411,AJ-557-TY,Bulk,RFID-JL440Vl,2025-06-27
TRK-0412,HS-111-GJ,Bulk,RFID-dw687PQ,2024-01-16
TRK-0413,GR-576-HK,Tipper,,2024-09-16
TRK-0414,NX-820-UR,Tipper,RFID-WI462Ep,2025-05-28
TRK-0415,QY-476-PF,Tipper,RFID-ZD342dJ,2025-01-21
TRK-0416,DD-865-ZJ,Tipper,RFID-Hi668yp,2025-02-06
TRK-0417,SX-875-NR,Tipper,RFID-Pf435Cx,2024-11-05
TRK-0418,FG-872-PU,,RFID-dr183yR,2024-12-20
TRK-0419,NN-470-CO,Tipper,RFID-em990ZW,2024-10-29
TRK-0420,BO-617-FN,Tipper,RFID-En983vt,
TRK-0421,EW-552-DF,Tipper,RFID-Vh033VW,2024-11-01
TRK-0422,PC-622-LB,Tipper,RFID-Tn739zp,2023-09-15
TRK-0423,DK-677-BM,Tipper,RFID-yD854IP,2024-06-04
TRK-0424,US-505-GA,Bulk,RFID-xG544FD,2024-09-19
TRK-0425,FB-533-IB,Bulk,RFID-nx175uA,2023-12-12
TRK-0426,ZY-170-ZM,Tipper,RFID-Vj093bq,2025-01-27
TRK-0427,HE-238-TZ,Tipper,RFID-UA899sj,2023-09-10
TRK-0428,QK-491-LX,Tipper,RFID-yK353pF,2023-11-01
TRK-0429,JC-777-WD,Bulk,RFID-WF854UP,2025-03-20
TRK-0430,WD-650-KD,Bulk,RFID-UY772wk,2024-01-12
TRK-0431,ZV-874-AH,Tipper,RFID-lI287Pd,2024-12-16
,RO-644-JF,Tipper,RFID-Qd801Wa,2025-05-05
TRK-0433,LE-293-YS,Bulk,RFID-eT623ja,2023-08-15
TRK-0434,CV-529-PY,Tipper,RFID-xd387NO,2024-08-27
TRK-0435,XG-168-CA,Bulk,RFID-ba977IJ,2023-10-03
TRK-0436,PS-149-GB,Tipper,RFID-HU600rI,2024-06-30
TRK-0437,LO-872-WB,Bulk,RFID-SR408BZ,2024-08-22
TRK-0438,NH-935-XO,Tipper,RFID-Hj211pm,2024-05-01
TRK-0439,PU-938-IH,Tipper,RFID-wr984Yz,2023-12-29
TRK-0440,DR-326-KH,Tipper,RFID-DK156pS,2025-04-13
,OP-852-XQ,Tipper,RFID-PP341Wc,2025-01-16
TRK-0442,LM-452-YR,Bulk,RFID-yJ166Ed,
TRK-0443,UI-526-KH,Bulk,RFID-FB021PY,2023-12-16
TRK-0444,EN-346-WH,Bulk,RFID-Hc591on,2023-11-02
TRK-0445,,Tipper,RFID-ce974Rr,2024-06-02
TRK-0446,OD-348-GI,Bulk,RFID-lu890bn,2024-01-24
TRK-0447,CL-479-CS,Tipper,RFID-et926kK,2025-04-19
TRK-0448,EG-789-PB,Tipper,RFID-RI396vy,2025-01-22
TRK-0449,BU-701-SO,Tipper,RFID-Vw218dg,2024-01-03
TRK-0450,MW-440-HX,Bulk,RFID-vM631XN,2024-06-27
TRK-0451,FE-859-DZ,Bulk,RFID-bO965rY,2025-07-20
TRK-0452,MG-718-SK,Tipper,RFID-wJ773yB,2023-11-06
TRK-0453,GI-389-JN,Bulk,RFID-fX296Ns,2025-04-19
TRK-0454,JG-625-WM,Tipper,RFID-rj311yT,2025-05-16
TRK-0455,,Bulk,RFID-xg265fa,2024-02-09
TRK-0456,JK-676-WT,Tipper,RFID-Wr475gi,
TRK-0457,AO-698-PK,Tipper,RFID-CJ126JG,2024-08-04
TRK-0458,DI-488-OG,Bulk,RFID-fw610Jf,2024-11-23
TRK-0459,OY-445-GV,Bulk,RFID-ya995sA,2025-06-03
TRK-0460,ZQ-602-LT,Bulk,RFID-pK618Hk,2024-09-17
TRK-0461,JD-659-MX,Bulk,RFID-rt622rF,2024-04-16
TRK-0462,OQ-160-NV,Tipper,RFID-Br212At,2024-02-28
TRK-0463,BV-149-TK,Tipper,RFID-qp715UO,2024-10-27
TRK-0464,VG-824-DF,Tipper,RFID-mD799gi,2023-09-02
TRK-0465,LB-753-RQ,Bulk,RFID-vN406yZ,2025-03-12
,,,,
TRK-0467,AS-648-ZA,,RFID-Sm459Eu,2023-09-09
TRK-0468,VR-925-YE,Bulk,,2024-04-02
,,,,
TRK-0470,VG-506-CY,Tipper,RFID-Km651LI,2024-11-14
TRK-0471,LG-813-FR,Tipper,RFID-UD280Tn,2025-05-14
TRK-0472,WQ-978-QA,Bulk,RFID-YY741AR,2023-09-17
,,,,
TRK-0474,EM-544-QI,Tipper,RFID-CM661EL,2024-08-08
TRK-0475,ZZ-640-XF,,RFID-SA688Ic,2025-01-08
TRK-0476,XR-680-MB,Tipper,RFID-Of589gX,2023-12-09
TRK-0477,BY-656-OA,Bulk,RFID-PN352cK,2024-11-14
TRK-0478,YI-312-PT,Tipper,RFID-ga656gq,2024-05-08
TRK-0479,SK-178-HO,Bulk,RFID-JL388SK,2025-03-09
TRK-0480,OW-793-XI,Tipper,RFID-zD375XR,2024-03-21
TRK-0481,TD-805-SN,Bulk,RFID-wb982Eg,2024-05-19
,ZB-547-GB,Tipper,RFID-hU461jw,2024-09-08
TRK-0483,PP-709-KU,Bulk,,2025-03-30
TRK-0484,AH-561-MJ,Bulk,RFID-CU571SC,2024-04-19
TRK-0485,YL-796-PJ,Bulk,RFID-cZ514Th,2024-08-30
TRK-0486,UH-352-SC,Bulk,RFID-RZ051kV,2024-01-26
,,,,
TRK-0488,JC-415-LT,Tipper,RFID-Zz673Ol,2025-01-25
,CC-541-LO,Tipper,RFID-bV266Nm,2024-06-27
TRK-0490,KA-462-OP,Bulk,RFID-ya796Tn,2025-07-07
TRK-0491,UW-112-HK,Bulk,RFID-Kg341ZI,2025-05-03
TRK-0492,CX-348-OE,Bulk,RFID-mD255hq,2025-06-08
TRK-0493,JD-408-GD,Tipper,RFID-My785Nz,2024-02-03
TRK-0494,EH-406-MB,Bulk,RFID-wD915Nl,2025-01-14
TRK-0495,GG-740-MQ,Bulk,RFID-fR499iu,2024-11-11
TRK-0496,LD-106-YI,Tipper,RFID-hl134xS,2025-07-17
TRK-0497,QU-437-LL,Tipper,RFID-AM286iK,2024-11-02
,,,,
TRK-0499,YF-421-EK,Tipper,RFID-Fs282il,2025-03-16
TRK-0500,IT-748-MO,Tipper,RFID-dw579aF,2025-05-11
TRK-0501,GJ-936-UJ,Tipper,RFID-JG236PF,2023-11-09
,,,,
TRK-0503,AS-825-FU,,RFID-YW190os,2024-08-13
TRK-0504,VB-968-UK,Tipper,RFID-Is043kX,2025-05-26
TRK-0505,MQ-347-GE,Bulk,RFID-JG797hK,2024-03-08
TRK-0506,LJ-559-ZM,Tipper,RFID-xI148Wc,2025-02-23
TRK-0507,KN-990-RO,Bulk,RFID-Bg783VP,2024-01-21
TRK-0508,UJ-931-NQ,Bulk,RFID-Cq340wf,2024-11-15
TRK-0509,CT-773-RE,Tipper,RFID-nZ713VL,2024-12-07
TRK-0510,PO-760-RK,Bulk,RFID-kN596iY,2023-12-02
,TZ-540-CC,Bulk,RFID-Kw330Ir,2023-11-26
TRK-0512,FT-671-PO,Bulk,RFID-uT982ss,2025-07-12
TRK-0513,LK-890-RR,Bulk,RFID-Rg948iW,2024-04-11
TRK-0514,DZ-594-CK,Bulk,RFID-Pi604Si,2025-03-30
TRK-0515,ZD-847-DI,Bulk,RFID-pW325Rz,2025-06-27
TRK-0516,LF-594-JC,Bulk,RFID-Or729OA,2024-04-26
TRK-0517,SL-168-HV,Bulk,RFID-OY671Xf,2023-10-26
TRK-0518,CW-763-CU,Tipper,RFID-Sx684DF,2024-07-10
TRK-0519,YT-628-EE,Tipper,RFID-XU590fU,2025-04-24
TRK-0520,OY-337-UQ,,RFID-YI751zn,2024-03-03
,ER-505-AP,Tipper,RFID-ru637sv,2023-09-28
TRK-0522,FP-498-AF,Tipper,RFID-KF892Yv,2025-05-13
TRK-0523,HS-915-BC,Bulk,RFID-OY001Db,2024-11-13
TRK-0524,,Bulk,RFID-Da127Bm,2025-01-30
TRK-0525,RM-754-IK,Bulk,RFID-rf242Px,2025-03-01
TRK-0526,KC-460-VQ,Tipper,RFID-QP415kd,2023-12-26
,VS-404-XP,Tipper,RFID-BP643fT,2024-04-11
TRK-0528,RI-344-HE,Tipper,RFID-Ee103iL,2024-10-11
TRK-0529,SN-528-PO,Bulk,RFID-aa387Sv,2025-06-18
TRK-0530,KM-650-SQ,Bulk,RFID-Ee162oy,
,,,,
TRK-0532,VQ-986-JA,Tipper,RFID-eH622Ka,2024-12-05
TRK-0533,DV-675-NM,Bulk,RFID-wU927nO,2025-03-01
TRK-0534,RK-960-LE,Bulk,RFID-RC269nf,2025-05-20
TRK-0535,OU-325-HH,Tipper,RFID-LU121yw,2025-07-06
TRK-0536,NE-568-OU,Bulk,RFID-pr652Pf,2025-05-11
TRK-0537,,Tipper,RFID-MU389Ms,2024-02-18
TRK-0538,VJ-942-TT,Tipper,RFID-HM043Gm,2025-05-12
TRK-0539,LF-535-CV,Tipper,RFID-YY640pF,2024-08-22
TRK-0540,TH-133-LJ,Tipper,,2025-06-08
TRK-0541,VL-220-UG,Bulk,RFID-ui805yK,2024-06-26
TRK-0542,VP-459-WP,Bulk,RFID-Rl658WE,2025-07-02
TRK-0543,LQ-903-FF,Tipper,RFID-ea109qn,2023-12-22
TRK-0544,BJ-387-PE,Tipper,RFID-Gs006OT,2025-07-07
TRK-0545,ZH-686-GW,Tipper,RFID-Sz866fO,2025-07-31
TRK-0546,ZR-197-DT,Bulk,RFID-jr889ft,2023-10-26
TRK-0547,KB-383-WD,Bulk,RFID-Zj183Iu,2025-05-02
TRK-0548,WG-828-IG,Bulk,RFID-tS691BU,2025-02-01
TRK-0549,VK-245-PG,Bulk,RFID-fB303hD,2023-12-24
TRK-0550,KL-748-UT,Tipper,RFID-tQ990VQ,2025-02-03
TRK-0551,KT-811-YJ,Tipper,RFID-Ti210Sa,2023-12-28
TRK-0552,YI-102-WW,Bulk,RFID-HH275YU,2024-06-15
TRK-0553,CZ-750-RJ,Bulk,RFID-iV425Xr,2025-04-25
TRK-0554,BN-323-ZV,Tipper,RFID-ZB105rH,2023-09-02
TRK-0555,MI-390-IP,Bulk,RFID-Oe149FD,2023-11-07
TRK-0556,OM-451-XT,Bulk,RFID-FK850kx,2025-01-26
TRK-0557,,Bulk,RFID-KR241Uh,2024-09-28
TRK-0558,WL-100-ZL,Bulk,RFID-ca380pc,2024-06-06
TRK-0559,ZX-765-HW,Tipper,RFID-jl756cJ,2024-02-02
TRK-0560,WC-469-GJ,Tipper,RFID-pA635Uu,2024-10-21
TRK-0561,XE-505-QS,Tipper,RFID-xh419GR,2024-11-11
TRK-0562,TL-193-SA,Bulk,RFID-ZH023cz,2024-02-23
TRK-0563,MD-331-NL,,RFID-Xt174uf,2024-05-09
TRK-0564,AI-223-ZK,Tipper,RFID-xm870sK,
TRK-0565,DB-492-CU,Bulk,RFID-Dx493LF,2023-10-19
TRK-0566,CJ-406-DU,Bulk,RFID-ja383Ab,2025-05-06
TRK-0567,TD-793-DN,Bulk,RFID-OS385av,2024-01-13
TRK-0568,AQ-550-JF,Bulk,RFID-gn064Hp,2025-02-16
TRK-0569,TX-730-RW,Tipper,RFID-jT670rf,2025-03-27
TRK-0570,CC-870-DS,,RFID-AS038xD,2024-10-08
TRK-0571,JL-910-DH,Bulk,RFID-Gi191Oz,2024-02-16
TRK-0572,CO-714-SH,Bulk,RFID-dB199Qi,
TRK-0573,YA-967-RH,Tipper,RFID-uZ344zS,2024-02-02
TRK-0574,NN-865-KQ,Bulk,RFID-ro557em,2023-10-16
TRK-0575,UU-345-MC,Tipper,,
TRK-0576,MP-640-XA,Bulk,RFID-hI756wX,2024-06-02
TRK-0577,JI-496-WO,Bulk,RFID-Dq374hf,2024-01-21
TRK-0578,JR-881-MZ,Tipper,RFID-cn249uj,2025-03-29
TRK-0579,BP-114-GB,Tipper,RFID-zG135dR,2023-09-14
TRK-0580,BU-618-HS,Tipper,RFID-bz442CJ,2024-11-15
TRK-0581,TL-511-CN,Tipper,RFID-Dg831ZY,2024-02-09
TRK-0582,QH-417-CX,Bulk,RFID-dX210oi,2023-08-11
TRK-0583,ZE-434-KQ,Bulk,RFID-RO365Pf,2025-06-29
TRK-0584,VR-167-IL,,RFID-eb994em,2025-03-26
TRK-0585,YG-350-CL,Bulk,RFID-Zv721hc,2025-04-18
TRK-0586,LP-416-RR,Bulk,RFID-KB702Uz,2024-08-04
TRK-0587,EA-240-SE,Tipper,RFID-RB706lw,2024-11-11
TRK-0588,YN-901-VG,Bulk,RFID-rC324jc,2024-06-10
TRK-0589,JT-994-GX,Tipper,RFID-pP999sF,
,,,,
TRK-0591,GZ-742-CL,Tipper,RFID-PZ263Hp,2025-02-27
TRK-0592,JM-680-EE,Tipper,RFID-YT806wE,2024-04-23
TRK-0593,UX-790-SF,Tipper,RFID-KG875uy,2025-03-29
TRK-0594,NB-983-AB,Bulk,RFID-uM420ob,2024-11-29
TRK-0595,JX-283-YW,Bulk,RFID-Hw407XL,2023-09-09
TRK-0596,OX-858-RF,Bulk,RFID-pQ321pr,2024-12-22
TRK-0597,GX-427-HC,Bulk,RFID-KZ803yw,2024-11-03
TRK-0598,JN-153-EU,Bulk,RFID-Lu223ZV,2024-07-02
TRK-0599,ZY-170-WW,Tipper,RFID-TS590wK,2025-01-26
TRK-0600,UI-188-OA,Tipper,RFID-mZ929FI,2024-12-30
TRK-0601,FO-411-TG,Tipper,RFID-cf427do,
TRK-0602,JZ-891-UT,Tipper,RFID-HE930av,2024-05-12
TRK-0603,OU-254-AK,Tipper,RFID-vT932lZ,2025-06-20
TRK-0604,GJ-959-SA,Bulk,RFID-jL500Tj,2025-04-08
TRK-0605,IT-485-WS,Tipper,RFID-ex185TQ,2024-10-27
TRK-0606,CN-343-KY,Tipper,RFID-vt691ui,2024-09-26
TRK-0607,ZD-386-CX,,RFID-Pu267lT,2024-07-31
TRK-0608,XN-817-XL,Bulk,RFID-oQ895Ll,2023-11-18
TRK-0609,TP-617-DV,Bulk,RFID-il644Ua,2024-12-06
TRK-0610,BO-545-RD,Bulk,RFID-cl969Mu,2024-03-07
TRK-0611,HW-920-KV,Bulk,RFID-gF939jv,2025-07-15
TRK-0612,IL-339-BF,Tipper,RFID-uk135Of,2025-02-21
TRK-0613,UP-259-CL,Bulk,RFID-qn570pS,2023-08-29
TRK-0614,ID-466-ZF,Tipper,RFID-Yg154Ua,2024-10-14
TRK-0615,IG-222-CU,Bulk,RFID-UA067kA,2025-03-08
TRK-0616,HS-717-BV,Tipper,RFID-Iy765gE,2024-11-21
TRK-0617,IC-354-ZK,Bulk,RFID-Ce932Zc,2024-11-17
TRK-0618,BH-939-ZA,Tipper,RFID-qg405ev,2025-06-07
TRK-0619,KL-866-OC,Bulk,RFID-Ue262Jf,2023-12-19
TRK-0620,CU-224-AV,Bulk,RFID-ET599bB,2025-01-31
TRK-0621,ZD-943-KR,Tipper,RFID-kd296gv,2023-10-27
TRK-0622,YC-700-GV,Tipper,RFID-SJ336UU,2024-07-27
TRK-0623,AB-761-LD,Tipper,RFID-tp844gd,2024-08-14
,XV-439-DY,Tipper,RFID-Fj698dx,2024-12-11
TRK-0625,BY-543-VK,Bulk,RFID-sQ061OM,2025-03-30
TRK-0626,AR-276-JX,Bulk,RFID-bn731kO,2025-06-27
TRK-0627,HL-252-AQ,Tipper,RFID-ht417Yz,2023-12-29
TRK-0628,GH-521-WM,Tipper,RFID-fP774Iy,2024-04-16
TRK-0629,CJ-529-FX,Tipper,RFID-xl256Cc,2024-12-22
TRK-0630,,Tipper,RFID-qo477rK,2025-03-17
TRK-0631,JS-591-OM,Bulk,RFID-fQ021wZ,
TRK-0632,XN-497-HA,Bulk,RFID-oJ869dy,2023-10-16
TRK-0633,PA-930-UB,Bulk,RFID-RE868Kp,2024-06-25
TRK-0634,ZN-885-PG,Tipper,RFID-zT741cG,2024-06-11
,EG-346-GV,Bulk,RFID-RN989jh,2024-09-02
TRK-0636,,Tipper,RFID-nZ722mi,2023-09-23
TRK-0637,KY-965-EG,Bulk,RFID-RB061mO,2023-09-25
TRK-0638,IT-467-XA,Tipper,RFID-uU294Ze,2025-06-16
TRK-0639,SY-677-DY,Bulk,RFID-zJ168ur,2024-01-12
TRK-0640,VV-604-OE,Tipper,RFID-YS870NL,2024-01-19
TRK-0641,AB-716-FN,Bulk,RFID-Aj861jK,2024-11-29
TRK-0642,AX-306-UI,Tipper,RFID-gK991Xg,2024-08-04
,,,,
TRK-0644,PX-892-CN,Tipper,RFID-Ec799lr,2025-07-30
TRK-0645,JB-821-YK,Tipper,RFID-MR629Sz,2024-07-03
,CH-239-ZT,,RFID-Sp065dV,2024-07-21
TRK-0647,LQ-598-QE,Tipper,RFID-bv745Yt,
TRK-0648,ZS-728-UF,Tipper,RFID-SR447go,2024-08-10
TRK-0649,PE-414-TH,Tipper,RFID-Xu247rU,2025-01-23
TRK-0650,EA-818-YK,Tipper,RFID-mC691nA,2023-11-18
TRK-0651,ZZ-133-EI,Bulk,RFID-dG785Yk,2023-11-07
TRK-0652,VP-754-OY,Tipper,RFID-zi148XH,2024-08-10
TRK-0653,DT-343-JI,Bulk,RFID-mm902dp,2024-12-27
TRK-0654,QZ-941-SQ,Tipper,RFID-xT070mr,2024-01-27
TRK-0655,XL-371-FS,Bulk,RFID-zO578hR,2025-02-03
,,,,
TRK-0657,TZ-523-MJ,Bulk,RFID-ww798kq,2023-08-13
TRK-0658,OC-590-UP,Tipper,RFID-yd140kK,2025-02-03
TRK-0659,TF-562-BV,Bulk,RFID-Rn333rP,2025-07-19
TRK-0660,HI-207-BE,Tipper,RFID-XX680Ra,2023-12-23
TRK-0661,JT-660-YZ,Tipper,RFID-MZ722ao,2024-03-29
TRK-0662,IZ-594-SL,Bulk,RFID-TT494Pr,
TRK-0663,QP-544-EC,Bulk,RFID-Dq665nD,2024-12-22
TRK-0664,FE-813-OY,Tipper,RFID-zL489ga,2023-12-16
TRK-0665,OR-404-GB,Tipper,RFID-PM858Ms,2024-12-19
TRK-0666,OV-257-BA,Tipper,RFID-ev417rO,2023-12-15
TRK-0667,CV-740-PF,Bulk,RFID-PT544Pt,
TRK-0668,AE-398-ZM,Bulk,RFID-Wp328dZ,
TRK-0669,DU-582-MR,Tipper,RFID-Ri965Ub,2024-03-02
TRK-0670,CO-289-JJ,Tipper,RFID-Az744yV,2023-10-17
TRK-0671,EB-550-MF,Tipper,RFID-mv099UT,2025-01-20
TRK-0672,,Tipper,RFID-Qw387Gt,2024-11-26
TRK-0673,RV-523-ZP,Tipper,RFID-sg282Ei,2024-09-15
TRK-0674,OV-938-NZ,Bulk,RFID-Rv482Pf,2025-06-18
TRK-0675,RY-686-WM,Bulk,RFID-Vt353AY,2025-04-11
TRK-0676,CX-831-AO,Bulk,RFID-Ls554Dh,2025-05-18
TRK-0677,NO-735-DY,Bulk,RFID-LN709eE,2025-02-15
TRK-0678,LY-271-ZV,Bulk,RFID-Ry381Ht,2024-01-30
TRK-0679,DL-799-LZ,Tipper,RFID-im602vA,2025-04-25
TRK-0680,QV-364-IS,Bulk,RFID-uT972lX,2025-04-24
TRK-0681,UC-669-KI,Bulk,RFID-Ol175uO,2023-09-21
,,,,
TRK-0683,PU-215-KD,Bulk,RFID-FY292WX,2025-01-09
TRK-0684,PT-202-YO,Tipper,RFID-BO129Bz,2025-07-13
TRK-0685,CH-648-WW,Tipper,RFID-ac676Im,2024-02-11
TRK-0686,GR-685-PA,Tipper,RFID-WH505mb,2023-12-26
TRK-0687,HD-723-RK,Bulk,RFID-Sw033ti,2025-02-24
TRK-0688,KW-807-GT,Tipper,RFID-Lt168ke,2024-02-03
TRK-0689,XX-120-IU,Tipper,RFID-DU044HM,2024-07-07
TRK-0690,IV-978-SC,Bulk,RFID-Ri856vF,2024-04-03
TRK-0691,WD-861-LV,Tipper,RFID-Zz532bo,2024-03-31
TRK-0692,HK-761-CL,Bulk,RFID-Ub323LG,2025-07-05
TRK-0693,XK-596-TW,Bulk,,2023-08-16
TRK-0694,VN-262-BS,Tipper,RFID-Nd648Md,2023-10-17
TRK-0695,KU-636-WA,Bulk,RFID-Sh100AC,2025-06-27
TRK-0696,FV-957-BA,Tipper,RFID-qE618Sj,2024-09-30
TRK-0697,BJ-303-HV,Tipper,RFID-AQ304gQ,2023-10-21
TRK-0698,NQ-226-RG,Tipper,RFID-MS849iA,2024-12-20
,ML-991-MO,,RFID-hs189hY,2025-04-10
,IV-364-TR,Bulk,RFID-Mm173Xq,2024-04-01
TRK-0701,HK-266-WU,Bulk,RFID-TA835sk,2024-03-17
TRK-0702,FF-330-RG,Tipper,RFID-nS087Ev,2024-02-29
TRK-0703,KA-899-ZR,Bulk,RFID-Qf300hK,2023-12-13
TRK-0704,MD-277-PA,Bulk,RFID-XG721eU,2024-03-22
TRK-0705,GU-412-SS,Tipper,RFID-Ds143qD,2025-03-17
,,,,
TRK-0707,MR-944-QP,Bulk,RFID-gW561ca,2025-06-12
TRK-0708,AZ-963-VO,Tipper,RFID-wC225Nr,2025-05-28
TRK-0709,PH-800-CB,Bulk,RFID-lh155zz,2024-03-02
TRK-0710,ZQ-982-HR,Bulk,RFID-SE746ZA,2023-12-03
TRK-0711,YQ-292-DT,Tipper,RFID-SU212dk,2025-01-05
,,,,
TRK-0713,ID-126-RZ,Tipper,RFID-yX729wN,2023-08-28
,,Tipper,RFID-Fh027AC,2023-12-05
TRK-0715,ZV-451-SF,,RFID-Pu014aT,2025-01-24
TRK-0716,,Bulk,RFID-oQ899vH,2024-03-09
TRK-0717,ER-671-EC,Tipper,RFID-BQ891Up,2024-02-11
TRK-0718,DG-927-OX,Bulk,,2025-04-23
TRK-0719,YX-770-CJ,Tipper,RFID-EF028ke,2025-05-15
TRK-0720,TH-907-XJ,Bulk,RFID-vr753dG,2025-03-12
TRK-0721,PM-220-MW,Tipper,RFID-zp386fD,2024-05-16
TRK-0722,PY-172-MF,Tipper,RFID-fF797Cu,2023-08-10
TRK-0723,DR-642-HB,Bulk,RFID-gz170Ac,2025-01-27
TRK-0724,WD-305-IZ,Bulk,RFID-fY880MN,2024-11-13
TRK-0725,XZ-246-IS,Bulk,RFID-nP488QD,2024-03-30
TRK-0726,UM-746-ZI,Bulk,RFID-oD550vJ,2024-07-11
TRK-0727,BL-314-TE,Tipper,RFID-TQ997xT,2024-06-19
TRK-0728,TM-881-UD,Bulk,RFID-WQ711oa,2024-05-03
,LL-539-ZJ,Bulk,RFID-JH554xS,
TRK-0730,AF-482-YX,Bulk,RFID-Fi102TV,2025-06-29
TRK-0731,TN-118-RQ,Bulk,RFID-Nm614mh,2025-08-02
TRK-0732,GS-452-IC,Bulk,RFID-Ym637Tv,2023-10-14
TRK-0733,NH-166-VH,,RFID-OR160Lh,2023-11-04
TRK-0734,HS-710-NL,Bulk,RFID-Gi779Fa,2025-01-05
TRK-0735,RD-601-JE,Bulk,RFID-BL808EG,2025-02-26
,YX-513-AF,Tipper,RFID-Ui292gy,2024-09-07
TRK-0737,ZF-122-PE,Tipper,RFID-Gy995AM,2024-06-30
TRK-0738,JQ-138-JQ,Tipper,RFID-vs346CZ,2024-12-27
TRK-0739,UQ-708-ZR,Bulk,RFID-MS226VG,2023-09-24
TRK-0740,QA-806-DL,Bulk,RFID-TV485JO,2024-04-22
TRK-0741,DG-818-DS,Tipper,RFID-NT333sR,2024-06-23
TRK-0742,QH-777-CN,Tipper,RFID-GI522SO,2024-03-04
,,,,
TRK-0744,SD-216-UM,Tipper,RFID-BZ684aH,2024-11-22
TRK-0745,PU-951-NF,Bulk,RFID-jd106Qd,2025-04-19
TRK-0746,SH-140-OX,Tipper,RFID-sR342qj,2024-10-25
TRK-0747,RM-340-AR,Bulk,RFID-WI043cw,2024-03-13
TRK-0748,XV-785-MY,Tipper,RFID-RV719Jo,2023-10-24
TRK-0749,UB-840-CG,Bulk,RFID-GY863YZ,2024-03-31
TRK-0750,GZ-403-GB,Tipper,RFID-yA406YR,2024-08-23
TRK-0751,VW-972-HU,Tipper,,2024-05-04
TRK-0752,IT-197-WX,Tipper,RFID-OT973TP,2024-01-01
TRK-0753,AD-762-EJ,Tipper,RFID-VM598mX,2024-11-29
TRK-0754,LQ-999-TJ,Tipper,RFID-lR347el,2024-09-26
TRK-0755,IC-509-ZH,,RFID-yc281Br,2024-11-28
TRK-0756,KW-919-KX,Tipper,RFID-kL842qa,2025-02-03
TRK-0757,ED-843-BY,Tipper,RFID-cj572uM,2023-09-24
TRK-0758,EK-704-MO,Tipper,RFID-FY094KJ,2025-07-01
TRK-0759,LP-897-JA,Bulk,RFID-Ho515lH,2024-01-01
TRK-0760,RV-233-MM,Tipper,RFID-AI182Iz,2024-08-02
TRK-0761,XL-164-GI,Bulk,RFID-nQ153vv,2023-09-04
TRK-0762,SR-885-TS,Bulk,RFID-WN543HE,2024-04-09
TRK-0763,FY-994-IN,,RFID-Qw801Cp,2024-04-02
,,,,
TRK-0765,RQ-252-VO,Bulk,RFID-IU164sb,2024-12-11
TRK-0766,ZB-758-YN,Bulk,RFID-ZG858CF,2023-11-17
TRK-0767,MM-269-BM,Tipper,RFID-uG043fg,2024-03-25
TRK-0768,GZ-151-NO,Bulk,RFID-aO288en,2025-05-17
TRK-0769,JV-180-LU,Bulk,RFID-nI361SV,2024-04-13
TRK-0770,LW-557-IZ,,,2023-10-16
TRK-0771,TA-513-KO,Bulk,RFID-dl011Yq,2025-01-17
TRK-0772,AC-718-ZQ,Tipper,RFID-oq819Ay,2024-12-09
TRK-0773,XO-770-RY,Tipper,RFID-ub766yR,2024-12-01
TRK-0774,JB-328-VI,Bulk,RFID-PU180Ne,2023-09-17
TRK-0775,TP-833-RS,Tipper,RFID-wG901gs,2024-09-03
TRK-0776,CT-327-AJ,Bulk,RFID-sW491Cy,2025-07-11
TRK-0777,QU-660-NS,Bulk,RFID-kI607oi,2025-05-06
TRK-0778,BE-243-VT,Bulk,RFID-Oj684tR,2023-12-22
TRK-0779,KG-300-EY,,RFID-Jj508hc,2024-05-30
TRK-0780,KL-900-EI,Bulk,RFID-zI099Jf,2025-06-03
TRK-0781,TB-748-VP,Tipper,RFID-nA435PG,2023-10-03
TRK-0782,UL-774-PN,Bulk,RFID-oN222qm,2025-01-04
TRK-0783,ZA-853-BY,Bulk,RFID-dW129JD,2025-07-05
TRK-0784,VM-620-UX,Tipper,RFID-Qe814qg,2025-05-04
,RE-934-DK,Bulk,RFID-vw397iQ,2025-04-01
TRK-0786,PW-616-WK,Tipper,RFID-Ne314mu,2023-09-28
TRK-0787,PS-354-HZ,Tipper,RFID-NQ775tS,2023-08-26
TRK-0788,ZL-236-DP,Tipper,RFID-Kx929Zu,2024-12-16
TRK-0789,XN-963-SW,Bulk,RFID-up620Yo,2024-01-07
TRK-0790,SY-747-FF,Tipper,RFID-iR645Uv,2024-04-08
TRK-0791,SR-788-DS,Bulk,RFID-wX777tF,2024-05-28
TRK-0792,ZE-655-SI,Bulk,RFID-PM812fr,2024-04-09
TRK-0793,DJ-591-PY,Tipper,,2024-11-25
TRK-0794,SR-961-NW,,RFID-Ob108LL,2024-02-28
,,,,
TRK-0796,RF-868-UZ,Bulk,RFID-xz872oX,
